"strong","lemma","gloss","freq","vu","updatedAt"
"G0398","ἀναφαίνω","paraître, devenir visible, arriver en vue","2","false","null"
"G0399","ἀναφέρω","porter; offrir; mener; élever","10","false","null"
"G0400","ἀναφωνέω","s’écrier, élever la voix","1","false","null"
"G0401","ἀνάχυσις","bourbier, débordement","1","false","null"
"G0402","ἀναχωρέω","se retirer, s’en aller, s’éloigner","14","false","null"
"G0403","ἀνάψυξις","rafraîchissement, fraîcheur, repos","1","false","null"
"G0404","ἀναψύχω","consoler","1","true","2024-11-01 08:15:49.825"
"G0405","ἀνδραποδιστής","voleur d’hommes, marchand d’esclaves, kidnappeur","1","false","null"
"G0406","Ἀνδρέας","André = «virilité»","13","false","null"
"G0407","ἀνδρίζω","(moyen) se comporter en hommes","1","false","null"
"G0408","Ἀνδρόνικος","Andronicus = «homme de la victoire»","1","false","null"
"G0409","ἀνδροφόνος","homicide, meurtrier","1","false","null"
"G0410","ἀνέγκλητος","irréprochable, irrépréhensible","5","false","null"
"G0411","ἀνεκδιήγητος","inexprimable, indescriptible","1","false","null"
"G0412","ἀνεκλάλητος","ineffable, indicible","1","false","null"
"G0413","ἀνέκλειπτος","qui ne défaille pas, inépuisable","1","false","null"
"G0414","ἀνεκτός","plus supportable, plus tolérable, moins rigoureux","5","false","null"
"G0415","ἀνελεήμων","sans miséricorde","1","false","null"
"G0416","ἀνεμίζομαι","agiter par le vent","1","false","null"
"G0417","ἄνεμος","vent, tourbillon","31","true","2024-11-01 08:15:49.825"
"G0418","ἀνένδεκτος","impossible, inadmissible, inévitable","1","false","null"
"G0419","ἀνεξερεύνητος","insondable, impénétrable","1","false","null"
"G0420","ἀνεξίκακος","ayant du support","1","false","null"
"G0421","ἀνεξιχνίαστος","introuvable, impénétrable, incompréhensible, insondable","2","false","null"
"G0422","ἀνεπαίσχυντος","qui n’a pas à avoir honte, à être confus","1","false","null"
"G0423","ἀνεπίληπτος","irrépréhensible","3","false","null"
"G0424","ἀνέρχομαι","monter","3","true","2024-11-01 08:15:49.825"
"G0425","ἄνεσις","liberté; repos","5","false","null"
"G0426","ἀνετάζω","mettre à la question","2","false","null"
"G0427","ἄνευ","sans","3","false","null"
"G0428","ἀνεύθετος","pas commode, incommode, inadapté","1","false","null"
"G0429","ἀνευρίσκω","trouver","2","false","null"
"G0430","ἀνέχω","supporter, endurer","14","false","null"
"G0431","ἀνεψιός","neveu, cousin","1","true","2024-11-01 08:15:49.825"
"G0432","ἄνηθον","aneth","1","false","null"
"G0433","ἀνήκω","être bienséant, convenir, être approprié","3","false","null"
"G0434","ἀνήμερος","cruel, sauvage, barbare","1","false","null"
"G0435","ἀνήρ","homme, mari","216","true","2024-11-01 08:15:49.825"
"G0436","ἀνθίστημι","résister; s’opposer","14","false","null"
"G0437","ἀνθομολογέομαι","reconnaître, remercier, louer","1","true","2024-11-01 08:15:49.825"
"G0438","ἄνθος","fleur","4","false","null"
"G0439","ἀνθρακιά","braise, feu de braises","2","false","null"
"G0440","ἄνθραξ","charbons","1","true","2024-11-01 08:15:49.825"
"G0441","ἀνθρωπάρεσκος","voulant plaire aux hommes, leur faveur","2","false","null"
"G0442","ἀνθρώπινος","humain","7","false","null"
"G0443","ἀνθρωποκτόνος","meurtrier, homicide","3","false","null"
"G0444","ἄνθρωπος","l'homme, l'individu, la personne","549","true","2024-11-01 08:15:49.825"
"G0446","ἀνθύπατος","proconsul, à l’origine","5","false","null"
"G0447","ἀνίημι","détacher; lâcher; laisser; renoncer","4","false","null"
"G0448","ἀνίλεως","sans miséricorde","1","false","null"
"G0449","ἄνιπτος","non lavé, non nettoyé, souillé","2","false","null"
"G0450","ἀνίστημι","se lever, ressusciter","107","true","2024-11-01 08:15:49.825"
"G0451","Ἄννα","Anne = «grâce»","1","false","null"
"G0452","Ἄννας","Anne = «humble»","4","false","null"
"G0453","ἀνόητος","insensé, gens sans intelligence, inintelligent, sot","6","false","null"
"G0454","ἄνοια","folie, déraison","2","false","null"
"G0455","ἀνοίγω","ouvrir","76","true","2024-11-01 08:15:49.825"
"G0456","ἀνοικοδομέω","réédifier, bâtir, reconstruire","2","false","null"
"G0457","ἄνοιξις","ouverture","1","false","null"
"G0458","ἀνομία","iniquité, comportement sans loi, sans frein","15","false","null"
"G0459","ἄνομος","inique","9","false","null"
"G0460","ἀνόμως","sans loi","2","false","null"
"G0461","ἀνορθόω","redresser; (passif) se redresser","3","false","null"
"G0462","ἀνόσιος","sans piété, impie, méchant","2","false","null"
"G0463","ἀνοχή","patience, tolérance, action de supporter","2","false","null"
"G0464","ἀνταγωνίζομαι","combattre contre, lutter contre","1","false","null"
"G0465","ἀντάλλαγμα","objet d’échange","2","false","null"
"G0466","ἀνταναπληρόω","accomplir, compléter, remplir","1","false","null"
"G0467","ἀνταποδίδωμι","rendre, donner en retour","7","false","null"
"G0468","ἀνταπόδομα","rétribution, récompense, revanche","2","false","null"
"G0469","ἀνταπόδοσις","récompense, restitution en échange","1","false","null"
"G0470","ἀνταποκρίνομαι","répliquer, répondre en s’opposant, contester","2","false","null"
"G0472","ἀντέχω","(moyen et/ou passif) s’attacher à, tenir fermement, demeurer ferme, honorer, venir en aide","4","false","null"
"G0473","ἀντί","au lieu de, plutôt que de, sur, pour","22","false","null"
"G0474","ἀντιβάλλω","échanger","1","false","null"
"G0475","ἀντιδιατίθημι","(moyen et/ou passif) s’opposer","1","false","null"
"G0476","ἀντίδικος","partie adverse, adversaire","5","false","null"
"G0477","ἀντίθεσις","opposition, sujet de dispute, objection","1","false","null"
"G0478","ἀντικαθίστημι","résister, s’opposer, tenir ferme contre","1","false","null"
"G0479","ἀντικαλέω","convier à son tour","1","false","null"
"G0480","ἀντίκειμαι","(participe) adversaire; s’opposer à","8","false","null"
"G0481","ἄντικρυς","à la hauteur de, en face de","1","false","null"
"G0482","ἀντιλαμβάνω","(moyen et/ou passif) secourir, venir en aide, prendre la cause, bénéficier, profiter","3","false","null"
"G0483","ἀντιλέγω","contredire, parler contre, contester, nier, opposer","10","false","null"
"G0484","ἀντίληψις","aide, assistance, secours","1","false","null"
"G0485","ἀντιλογία","contradiction, opposition, contestation, dispute, révolte","4","false","null"
"G0486","ἀντιλοιδορέω","outrager, rendre l’outrage, répondre en injuriant","1","false","null"
"G0487","ἀντίλυτρον","rançon, avec idée d’échange","1","false","null"
"G0488","ἀντιμετρέω","mesurer en retour, évaluer de nouveau","1","false","null"
"G0489","ἀντιμισθία","récompense, rétribution, salaire","2","false","null"
"G0490","Ἀντιόχεια","Antioche = «rapide comme un char»","18","false","null"
"G0491","Ἀντιοχεύς","D’Antioche, originaire d’antioche","1","false","null"
"G0492","ἀντιπαρέρχομαι","passer outre de l’autre côté (de la route)","2","false","null"
"G0493","Ἀντίπας","Antipas = «comme le père»","1","false","null"
"G0494","Ἀντιπατρίς","Antipatris = «proche du père»","1","false","null"
"G0495","ἀντιπέραν","en face de, vis-à-vis","1","false","null"
"G0496","ἀντιπίπτω","résister, s’opposer, lutter","1","false","null"
"G0497","ἀντιστρατεύομαι","combattre contre, lutter contre","1","false","null"
"G0498","ἀντιτάσσω","(moyen) résister, s’élever contre, s’opposer","5","false","null"
"G0499","ἀντίτυπος","antitype, copie","2","false","null"
"G0500","ἀντίχριστος","antichrist","5","false","null"
"G0501","ἀντλέω","puiser","4","false","null"
"G0502","ἄντλημα","puiser","1","true","2024-11-01 08:15:49.825"
"G0503","ἀντοφθαλμέω","tenir contre, faire face, résister","1","false","null"
"G0504","ἄνυδρος","sans eau, sec, tari","4","false","null"
"G0505","ἀνυπόκριτος","sans hypocrisie, sans déguisement, sincère","6","false","null"
"G0506","ἀνυπότακτος","qui n’est pas assujetti, insubordonné","4","false","null"
"G0507","ἄνω","au haut; d’en haut","9","false","null"
"G0508","ἀνώγεον","chambre haute, chambre à l’étage","2","false","null"
"G0509","ἄνωθεν","d’en haut; depuis le haut; encore; de nouveau; depuis longtemps","13","false","null"
"G0510","ἀνωτερικός","supérieur","1","false","null"
"G0511","ἀνώτερος","plus haut","2","false","null"
"G0512","ἀνωφελής","inutile, sans profit, sans bénéfice, inutilité","2","false","null"
"G0513","ἀξίνη","cognée, grosse hache","2","false","null"
"G0514","ἄξιος","digne","41","true","2024-11-01 08:15:49.825"
"G0515","ἀξιόω","croire digne; trouver bon; demander","7","false","null"
"G0516","ἀξίως","comme il convient, dignement, d’une manière bienséante","6","false","null"
"G0517","ἀόρατος","invisible","5","false","null"
"G0518","ἀπαγγέλλω","annoncer","45","true","2024-11-01 08:15:49.825"
"G0519","ἀπάγχω","se pendre, s’étouffer","1","false","null"
"G0520","ἀπάγω","amener; mener; emmener; entraîner; faire exécuter","15","false","null"
"G0521","ἀπαίδευτος","insensé, qui reflète l’ignorance, le manque d’instruction","1","false","null"
"G0522","ἀπαίρω","enlever, ôter","3","false","null"
"G0523","ἀπαιτέω","réclamer, redemander, requérir","1","false","null"
"G0524","ἀπαλγέω","perdre tout sentiment moral, devenir insensible","1","false","null"
"G0525","ἀπαλλάσσω","délivrer; (passif) quitter","3","false","null"
"G0526","ἀπαλλοτριόω","(passif) être étranger","3","false","null"
"G0527","ἁπαλός","tendre, plein de sève","2","false","null"
"G0528","ἀπαντάω","venir à la rencontre, se trouver ensemble","2","false","null"
"G0529","ἀπάντησις","rencontre","3","false","null"
"G0530","ἅπαξ","une fois, une fois pour toute, autrefois","14","true","2024-11-01 08:15:49.825"
"G0531","ἀπαράβατος","qui ne se transmet pas, exclusif, permanent","1","false","null"
"G0532","ἀπαρασκεύαστος","pas prêt, non préparé","1","false","null"
"G0533","ἀπαρνέομαι","nier; renier; renoncer","11","false","null"
"G0535","ἀπαρτισμός","bonne fin, achèvement","1","false","null"
"G0536","ἀπαρχή","premier fruit","8","false","null"
"G0537","ἅπας","tout, toutes","31","true","2024-11-01 08:15:49.825"
"G0538","ἀπατάω","séduire; tromper","3","false","null"
"G0539","ἀπάτη","tromperie, séduction","7","false","null"
"G0540","ἀπάτωρ","sans père","1","false","null"
"G0541","ἀπαύγασμα","resplendissement, éclat","1","false","null"
"G0543","ἀπείθεια","désobéissance, refus d’obéir, d’être persuadé, de se soumettre, de croire","7","false","null"
"G0544","ἀπειθέω","désobéir, refuser d’être persuadé, d’obéir, de se soumettre, de croire","14","false","null"
"G0545","ἀπειθής","désobéissant, de croire, d’être persuadé, d’obéir","6","false","null"
"G0546","ἀπειλέω","défendre avec menaces, interdire en avertissant, menacer","2","false","null"
"G0547","ἀπειλή","menace, parole d’hostilité, de colère","3","false","null"
"G0548","ἄπειμι","être absent, être éloigné","7","false","null"
"G0549","ἄπειμι","se rendre","1","false","null"
"G0550","ἀπεῖπον","renoncer à, refuser, répudier, renoncer entièrement","1","false","null"
"G0551","ἀπείραστος","non tenté","1","false","null"
"G0552","ἄπειρος","inexpérimenté, sans expérience","1","false","null"
"G0553","ἀπεκδέχομαι","attendre, espérer grandement","8","false","null"
"G0554","ἀπεκδύομαι","dépouiller, ôter complètement, dévêtir entièrement","2","false","null"
"G0555","ἀπέκδυσις","dépouillement, enlèvement, mise de côté","1","false","null"
"G0556","ἀπελαύνω","chasser, expulser, renvoyer","1","false","null"
"G0557","ἀπελεγμός","discrédit, défaveur, rejet","1","false","null"
"G0558","ἀπελεύθερος","affranchi, homme libéré, homme libre","1","false","null"
"G0559","Ἀπελλῆς","Appelès = «exclusion»","1","false","null"
"G0560","ἀπελπίζω","espérer, espérer en retour, attendre en retour","1","false","null"
