strong,lemma,inflectionEndings,pos,gloss,freq,updatedAt
G0337,ἀναιρέω,fut. ἀνελῶ ; aor. ἀνεῖλα ; aor. pass. ἀνῃρέθην ; inf. ἀνελεῖν ; subj. ἀνέλω ; opt. 3sg. ἀνέλοι ; 3sg. ἀνελεῖ,vb.,"emporter ; faire périr ; recueillir, prendre pour soi",24,2025-07-18T19:37:56.971Z
G0338,ἀναίτιος,-ον,adj.,"non coupable, innocent, non fautif",2,
G0339,ἀνακαθίζω,,vb.,se lever,2,
G0340,ἀνακαινίζω,,vb.,"renouveler, rendre nouveau",1,
G0341,ἀνακαινόω,,vb.,"renouveler, rendre nouveau",2,
G0342,ἀνακαίνωσις,-εως,n. f.,renouvellement,2,
G0343,ἀνακαλύπτω,,vb.,"découvrir, dévoiler, lever",2,
G0344,ἀνακάμπτω,,vb.,"revenir, retourner",4,
G0345,ἀνάκειμαι,,vb.,être à table ; être assis ; être couché,14,
G0346,ἀνακεφαλαιόομαι,,vb.,"réunir en un, regrouper, résumer",2,
G0347,ἀνακλίνω,,vb.,coucher ; faire asseoir ; (pass.) se mettre à table,6,
G0349,ἀνακράζω,,vb.,"s’écrier, crier, pousser des cris",5,
G0350,ἀνακρίνω,aor. pass. ἀνεκρίθην,vb.,juger ; discerner ; examiner ; interroger ; faire subir un interrogatoire ; s’informer,16,
G0351,ἀνάκρισις,-εως,n. f.,examen,1,2024-11-01T08:15:49.825Z
G0352,ἀνακύπτω,,vb.,redresser ; regarder en haut,2,
G0353,ἀναλαμβάνω,aor. ἀνέλαβον ; pass. ἀνελήμφθην,vb.,élever ; porter ; prendre,13,
G0354,ἀνάληψις,-εως,n. f.,"assomption, ascension, enlèvement",1,
G0355,ἀναλίσκω,aor. ἀνήλωσα ; pass. ἀνηλώθην ; fut. 3sg. ἀναλώσει ; opt. 3sg. ἀναλοῖ,vb.,"consumer, détruire, tuer",2,
G0356,ἀναλογία,-ας,n. f.,"mesure, proportion, accord",1,
G0357,ἀναλογίζομαι,,vb.,"considérer, examiner attentivement",1,
G0358,ἄναλος,-ον,adj.,"insipide, dessalé, sans saveur",1,
G0359,ἀνάλυσις,-εως,n. f.,départ,1,
G0360,ἀναλύω,,vb.,"revenir, s'en aller, délier, refaire, partir, interrompre",2,2024-11-01T08:15:49.825Z
G0362,ἀναμένω,,vb.,"attendre, attendre patiemment",1,
G0363,ἀναμιμνήσκω,fut. ἀναμνήσω ; aor. pass. ἀνεμνήσθην,vb.,rappeler ; (pass.) se souvenir,6,
G0364,ἀνάμνησις,-εως,n. f.,"mémoire, souvenir, acte remémoratif",4,
G0365,ἀνανεόομαι,,vb.,renouveler,1,
G0366,ἀνανήφω,,vb.,réveiller,1,
G0367,Ἀνανίας,-ου,n. pr. m.,Ananias = «celui à qui l’Éternel a donné gracieusement»,11,
G0368,ἀναντίρρητος,-ον,adj.,incontestable,1,
G0369,ἀναντιρρήτως,,adv.,"sans faire de difficulté, sans objection, sans réticence",1,
G0370,ἀνάξιος,-ον,adj.,"indigne, incompétent",1,
G0371,ἀναξίως,,adv.,"indignement, d’une manière indigne, communément",1,
G0372,ἀνάπαυσις,-εως,n. f.,"repos, halte",5,
G0373,ἀναπαύω,fut. pass. ἀναπαήσομαι,vb.,"reposer, se reposer, tranquiliser",12,2024-11-01T08:15:49.825Z
G0374,ἀναπείθω,,vb.,"persuader, agiter en persuadant, exciter",1,
G0375,ἀναπέμπω,,vb.,"renvoyer, renvoyer à une autorité",5,2025-02-14T10:16:06.000Z
G0376,ἀνάπηρος,-ον,adj.,estropié,2,
G0377,ἀναπίπτω,aor. ἀνέπεσον,vb.,s’asseoir ; se mettre ; se pencher,12,
G0378,ἀναπληρόω,,vb.,"accomplir, suppléer, mettre le comble",6,2024-11-01T08:15:49.825Z
G0379,ἀναπολόγητος,-ον,adj.,"inexcusable, sans excuse",2,
G0380,ἀναπτύσσω,,vb.,"déployer, dérouler, ouvrir",1,
G0381,ἀνάπτω,aor. pass. ἀνήφθην,vb.,"allumer, enflammer, faire flamber",2,
G0382,ἀναρίθμητος,-ον,adj.,"lequel ne peut se compter, innombrable",1,
G0383,ἀνασείω,,vb.,"exciter, provoquer, soulever",2,
G0384,ἀνασκευάζω,,vb.,ébranler,1,2024-11-01T08:15:49.825Z
G0385,ἀνασπάω,,vb.,"retirer, faire sortir, reprendre",2,
G0386,ἀνάστασις,-εως,n. f.,résurrection,42,2024-11-01T08:15:49.825Z
G0387,ἀναστατόω,,vb.,"bouleverser, agiter, troubler, exciter une sédition",3,2025-07-10T14:54:54.000Z
G0388,ἀνασταυρόω,,vb.,crucifier de nouveau une personne,1,
G0389,ἀναστενάζω,,vb.,soupirer profondément,1,
G0390,ἀναστρέφω,aor. pass. ἀνεστράφην,vb.,retourner ; (pass.) se conduire ; (pass.) être traité,9,
G0391,ἀναστροφή,-ῆς,n. f.,"conduite, manière de vivre, comportement",13,
G0392,ἀνατάσσω,,vb.,"rédiger, composer, écrire",1,
G0393,ἀνατέλλω,aor. ἀνέτειλα ; pf. ἀνατέταλκα,vb.,"lever, paraître, briller, surgir",9,
G0394,ἀνατίθεμαι,,vb.,"exposer, présenter",2,2026-08-29T15:03:54.000Z
G0395,ἀνατολή,-ῆς,n. f.,"orient, le côté est",10,
G0396,ἀνατρέπω,,vb.,renverser,3,
G0397,ἀνατρέφω,,vb.,"élever, éduquer, former, nourrir",3,
G0398,ἀναφαίνω,aor. ptc. ἀναφάνας,vb.,"paraître, devenir visible, arriver en vue",2,
G0399,ἀναφέρω,aor. ἀνήνεγκον ; 1aor. inf. ἀνενέγκαι ; 2aor. ἀνενεγκεῖν,vb.,porter ; offrir ; mener ; élever,10,
G0400,ἀναφωνέω,,vb.,"s’écrier, élever la voix",1,
G0401,ἀνάχυσις,-εως,n. f.,"bourbier, débordement",1,
G0402,ἀναχωρέω,,vb.,"se retirer, s’en aller, s’éloigner",14,
G0403,ἀνάψυξις,-εως,n. f.,"rafraîchissement, fraîcheur, repos",1,
G0404,ἀναψύχω,,vb.,consoler,1,2024-11-01T08:15:49.825Z
G0405,ἀνδραποδιστής,-οῦ,n. f.,"marchand d’esclaves, kidnappeur",1,2026-02-19T10:11:12.642Z
G0406,Ἀνδρέας,-ου,n. pr. m.,André = «virilité»,13,
G0407,ἀνδρίζω,,vb.,(moy.) se comporter en hommes,1,
G0408,Ἀνδρόνικος,-ου,n. pr. m.,Andronicus = «homme de la victoire»,1,
G0409,ἀνδροφόνος,-ου,n. m.,"homicide, meurtrier",1,
G0410,ἀνέγκλητος,-ον,adj.,"irréprochable, irrépréhensible",5,
G0411,ἀνεκδιήγητος,-ον,adj.,"inexprimable, indescriptible",1,
G0412,ἀνεκλάλητος,-ον,adj.,"ineffable, indicible",1,
G0413,ἀνέκλειπτος,-ον,adj.,"qui ne défaille pas, inépuisable",1,
G0414,ἀνεκτός,-όν,adj.,"plus supportable, plus tolérable, moins rigoureux",5,
G0415,ἀνελεήμων,-ον,adj.,sans miséricorde,1,
G0416,ἀνεμίζομαι,,vb.,agiter par le vent,1,
G0417,ἄνεμος,-ου,n. m.,"vent, tourbillon",31,2024-11-01T08:15:49.825Z
G0418,ἀνένδεκτος,-ον,adj.,"impossible, inadmissible, inévitable",1,
G0419,ἀνεξερεύνητος,-ον,adj.,"insondable, impénétrable",1,
G0420,ἀνεξίκακος,-ον,adj.,ayant du support,1,
G0421,ἀνεξιχνίαστος,-ον,adj.,"introuvable, impénétrable, incompréhensible, insondable",2,
G0422,ἀνεπαίσχυντος,-ον,adj.,"qui n’a pas à avoir honte, à être confus",1,
G0423,ἀνεπίληπτος,-ον,adj.,"irréprochable, irrépréhensible",3,2026-08-29T13:32:33.240Z
G0424,ἀνέρχομαι,aor. ἀνῆλθον,vb.,monter,3,2024-11-01T08:15:49.825Z
G0425,ἄνεσις,-εως,n. f.,liberté ; repos,5,
G0426,ἀνετάζω,,vb.,mettre à la question,2,
G0427,ἄνευ,,prép.,sans,3,
G0428,ἀνεύθετος,-ον,adj.,"pas commode, incommode, inadapté",1,
G0429,ἀνευρίσκω,aor. ἀνεῦρον,vb.,trouver,2,
G0430,ἀνέχω,,vb.,"supporter, endurer",14,
G0431,ἀνεψιός,-οῦ,n. f.,"neveu, cousin",1,2024-11-01T08:15:49.825Z
G0432,ἄνηθον,-ου,n. n.,aneth,1,
G0433,ἀνήκω,,vb.,"être bienséant, convenir, être approprié",3,
G0434,ἀνήμερος,-ον,adj.,"cruel, sauvage, barbare",1,
G0435,ἀνήρ,ἀνδρός,n. f.,"homme, mari",216,2024-11-01T08:15:49.825Z
G0436,ἀνθίστημι,aor. ἀντέστην ; pf. ἀνθέστηκα,vb.,résister ; s’opposer,14,
G0437,ἀνθομολογέομαι,,vb.,"reconnaître, remercier, louer",1,2024-11-01T08:15:49.825Z
G0438,ἄνθος,-ους,n. n.,fleur,4,
G0439,ἀνθρακιά,-ᾶς,n. f.,"braise, feu de braises",2,
G0440,ἄνθραξ,-ακος,n. f.,charbons,1,2024-11-01T08:15:49.825Z
G0441,ἀνθρωπάρεσκος,-ον,adj.,"voulant plaire aux hommes, leur faveur",2,
G0442,ἀνθρώπινος,"-η, -ον",adj.,humain,7,
G0443,ἀνθρωποκτόνος,-ου,n. f.,"meurtrier, homicide",3,
G0444,ἄνθρωπος,-ου,n. m.,"homme, individu, être humain",549,2025-07-18T19:37:56.971Z
G0446,ἀνθύπατος,-ου,n. m.,"proconsul, à l’origine",5,
G0447,ἀνίημι,aor. pass. ἀνέθην ; ptc. ἀνείς ; prés. ptc. ἀνιείς ; aor. subj. ἀνῶ,vb.,détacher ; lâcher ; laisser ; renoncer,4,
G0448,ἀνίλεως,,adj.,sans miséricorde,1,
G0449,ἄνιπτος,-ον,adj.,"non lavé, non nettoyé, souillé",2,
G0450,ἀνίστημι,"fut. ἀναστήσω ; inf. ἀναστῆναι ; ptc. ἀναστήσας, ἀναστάς ; subj. ἀναστῶ ; impv. ἀνάστα, ἀνάστηθι ; 1aor. ἀνέστησα ; 2aor. ἀνέστην",vb.,"élever, ressusciter",107,2025-07-18T19:37:56.971Z
G0451,Ἄννα,-ας,n. pr. f.,Anne = «grâce»,1,
G0452,Ἄννας,-α,n. pr. m.,Anne = «humble»,4,
G0453,ἀνόητος,-ον,adj.,"insensé, gens sans intelligence, inintelligent, sot",6,
G0454,ἄνοια,-ας,n. f.,"folie, déraison",2,
G0455,ἀνοίγω,"aor. ἀνέῳξα [ἠνέῳξα, ἤνοιξα] ; aor. pass. ἀνεῴχθην [ἠνεῴχθην, ἠνοίχθην, ἠνοίγην] ; pf. ἀνέῳγα ; pf. pass. ἀνέῳγμαι, ἠνέῳγμαι",vb.,ouvrir,76,2024-11-01T08:15:49.825Z
G0456,ἀνοικοδομέω,,vb.,"réédifier, bâtir, reconstruire",2,
G0457,ἄνοιξις,-εως,n. f.,ouverture,1,
G0458,ἀνομία,-ας,n. f.,"iniquité, comportement sans loi, sans frein",15,
G0459,ἄνομος,-ον ; -ου,adj.,inique,9,
G0460,ἀνόμως,,adv.,sans loi,2,
G0461,ἀνορθόω,,vb.,redresser ; (pass.) se redresser,3,
G0462,ἀνόσιος,-ον,adj.,"impie, irréligieux, sacrilège",2,2026-02-19T10:04:46.574Z
G0463,ἀνοχή,-ῆς,n. f.,"patience, tolérance, action de supporter",2,
G0464,ἀνταγωνίζομαι,,vb.,"combattre contre, lutter contre",1,
G0465,ἀντάλλαγμα,-τος,n. n.,objet d’échange,2,
G0466,ἀνταναπληρόω,,vb.,"accomplir, compléter, remplir",1,
G0467,ἀνταποδίδωμι,fut. ἀνταποδώσω ; fut. pass. ἀνταποδοθήσομαι ; aor. inf. ἀνταποδοῦναι,vb.,"rendre, donner en retour",7,
G0468,ἀνταπόδομα,-τος,n. n.,"rétribution, récompense, revanche",2,
G0469,ἀνταπόδοσις,-εως,n. f.,"récompense, restitution en échange",1,
G0470,ἀνταποκρίνομαι,,vb.,"répliquer, répondre en s’opposant, contester",2,
G0472,ἀντέχω,,vb.,"(moy. et/ou pass.) s’attacher à, tenir fermement, demeurer ferme, honorer, venir en aide",4,
G0473,ἀντί,,prép.,"(+G) au lieu de, plutôt que de, sur, pour",22,2025-07-18T19:37:56.971Z
G0474,ἀντιβάλλω,,vb.,échanger,1,
G0475,ἀντιδιατίθημι,,vb.,(moy. et/ou pass.) s’opposer,1,
G0476,ἀντίδικος,-ου,n. f.,"partie adverse, adversaire",5,
G0477,ἀντίθεσις,-εως,n. f.,"opposition, sujet de dispute, objection",1,
G0478,ἀντικαθίστημι,aor. ἀντικατέστην,vb.,"résister, s’opposer, tenir ferme contre",1,
G0479,ἀντικαλέω,,vb.,convier à son tour,1,
G0480,ἀντίκειμαι,,vb.,s’opposer à ; (ptcp. prés.) adversaire,8,2026-02-19T10:17:53.310Z
G0481,ἄντικρυς,,adv.,"à la hauteur de, en face de",1,
G0482,ἀντιλαμβάνω,,vb.,(moy.) aider ; se dévouer à,3,2026-08-29T13:32:33.240Z
G0483,ἀντιλέγω,aor. ἀντεῖπον,vb.,"contredire, parler contre, contester, nier, opposer",10,
G0484,ἀντίληψις,-εως,n. f.,"aide, assistance, secours",1,
G0485,ἀντιλογία,-ας,n. f.,"contradiction, contredit ; hostilité, rébellion",4,2025-06-12T09:45:45.000Z
G0486,ἀντιλοιδορέω,,vb.,"outrager, rendre l’outrage, répondre en injuriant",1,
G0487,ἀντίλυτρον,-ου,n. m.,rançon,1,2026-08-29T13:32:33.240Z
G0488,ἀντιμετρέω,,vb.,"mesurer en retour, évaluer de nouveau",1,
G0489,ἀντιμισθία,-ας,n. f.,"récompense, rétribution, salaire",2,
G0490,Ἀντιόχεια,-ας,n. pr. f.,Antioche = «rapide comme un char»,18,
G0491,Ἀντιοχεύς,-έως,adj.,"D’Antioche, originaire d’antioche",1,
G0492,ἀντιπαρέρχομαι,aor. ἀντιπαρῆλθον,vb.,passer outre de l’autre côté (de la route),2,
G0493,Ἀντίπας,-ᾶ,n. pr. m.,Antipas = «comme le père»,1,
G0494,Ἀντιπατρίς,-ίδος,n. pr.,Antipatris = «proche du père»,1,
G0495,ἀντιπέραν,,prép.,"en face de, vis-à-vis",1,
G0496,ἀντιπίπτω,,vb.,"résister, s’opposer, lutter",1,
G0497,ἀντιστρατεύομαι,,vb.,"combattre contre, lutter contre",1,
G0498,ἀντιτάσσω,,vb.,"(moy.) résister, s’élever contre, s’opposer",5,
G0499,ἀντίτυπος,-ον,adj.,"antitype, copie",2,
G0500,ἀντίχριστος,-ου,n. f.,antichrist,5,
G0501,ἀντλέω,pf. ptc. ἠντληκώς,vb.,puiser,4,
G0502,ἄντλημα,-τος,n. n.,puiser,1,2024-11-01T08:15:49.825Z
G0503,ἀντοφθαλμέω,,vb.,"tenir contre, faire face, résister",1,
G0504,ἄνυδρος,-ον,adj.,"sans eau, sec, tari",4,
G0505,ἀνυπόκριτος,-ον,adj.,"sans hypocrisie, sans déguisement, sincère",6,
G0506,ἀνυπότακτος,-ον,adj.,"insubordonné, indépendant ; indiscipliné, désobéissant, rebelle",4,2026-02-19T10:01:30.490Z
G0507,ἄνω,,adv.,au haut ; d’en haut,9,
G0508,ἀνώγεον,,n. m.,"chambre haute, chambre à l’étage",2,
G0509,ἄνωθεν,,adv.,d’en haut ; depuis le haut ; encore ; de nouveau ; depuis longtemps,13,
G0510,ἀνωτερικός,"-ή, -όν",adj.,supérieur,1,
G0511,ἀνώτερος,,adj. comp.,plus haut,2,
G0512,ἀνωφελής,-ές,adj.,"inutile, sans profit, sans bénéfice, inutilité",2,
G0513,ἀξίνη,-ης,n. f.,"cognée, grosse hache",2,
G0514,ἄξιος,"-α, -ον",adj.,digne,41,2024-11-01T08:15:49.825Z
G0515,ἀξιόω,,vb.,croire digne ; trouver bon ; demander,7,
G0516,ἀξίως,,adv.,"comme il convient, dignement",6,2025-07-10T15:06:04.000Z
G0517,ἀόρατος,-ον,adj.,invisible,5,
G0518,ἀπαγγέλλω,fut. ἀπαγγελῶ ; aor. ἀπήγγειλα ; aor. pass. ἀπηγγέλην ; opt. 3sg. ἀπαγγείλοι,vb.,annoncer,45,2024-11-01T08:15:49.825Z
G0519,ἀπάγχω,,vb.,"se pendre, s’étouffer",1,
G0520,ἀπάγω,aor. ἀπήγαγον ; aor. pass. inf. ἀπαχθῆναι,vb.,amener ; mener ; emmener ; entraîner ; faire exécuter,15,
G0521,ἀπαίδευτος,-ον,adj.,"insensé, qui reflète l’ignorance, le manque d’instruction",1,
G0522,ἀπαίρω,subj. ἀπαρθῶ ; aor. pass. 3sg. ἀπήρθη,vb.,"enlever, ôter",3,
G0523,ἀπαιτέω,,vb.,"réclamer, redemander, requérir",1,
G0524,ἀπαλγέω,,vb.,"perdre tout sentiment moral, devenir insensible",1,
G0525,ἀπαλλάσσω,pf. pass. inf. ἀπηλλάχθαι,vb.,délivrer ; (pass.) quitter,3,
G0526,ἀπαλλοτριόω,,vb.,(pass.) être étranger,3,
G0527,ἁπαλός,"-ή, -όν",adj.,"tendre, plein de sève",2,
G0528,ἀπαντάω,,vb.,"venir à la rencontre, se trouver ensemble",2,
G0529,ἀπάντησις,-εως,n. f.,rencontre,3,
G0530,ἅπαξ,,adv.,"une fois, une fois pour toute, autrefois",14,2024-11-01T08:15:49.825Z
G0531,ἀπαράβατος,-ον,adj.,"qui ne se transmet pas, exclusif, permanent",1,
G0532,ἀπαρασκεύαστος,-ον,adj.,"pas prêt, non préparé",1,
G0533,ἀπαρνέομαι,,vb.,nier ; renier ; renoncer,11,
G0535,ἀπαρτισμός,-οῦ,n. f.,"bonne fin, achèvement",1,
G0536,ἀπαρχή,-ῆς,n. f.,premier fruit,8,
G0537,ἅπας,"-ασα, -αν",adj.,"tout, toute",31,2025-07-18T19:37:56.971Z
G0538,ἀπατάω,,vb.,séduire ; tromper,3,
G0539,ἀπάτη,-ης,n. f.,"tromperie, séduction",7,
G0540,ἀπάτωρ,-ορος,adj.,sans père,1,
G0541,ἀπαύγασμα,-τος,n. n.,"resplendissement, éclat",1,
G0543,ἀπείθεια,-ας,n. f.,"désobéissance, refus d’obéir, d’être persuadé, de se soumettre, de croire",7,
G0544,ἀπειθέω,,vb.,"désobéir, refuser d’être persuadé, d’obéir, de se soumettre, de croire",14,
G0545,ἀπειθής,-ές,adj.,"désobéissant, de croire, d’être persuadé, d’obéir",6,
G0546,ἀπειλέω,,vb.,"défendre avec menaces, interdire en avertissant, menacer",2,
G0547,ἀπειλή,-ῆς,n. f.,"menace, parole d’hostilité, de colère",3,
G0548,ἄπειμι,,vb.,"être absent, être éloigné",7,
G0549,ἄπειμι,,vb.,se rendre,1,
G0550,ἀπεῖπον,,vb.,"renoncer à, refuser, répudier, renoncer entièrement",1,
G0551,ἀπείραστος,-ον,adj.,non tenté,1,
G0552,ἄπειρος,-ον,adj.,"inexpérimenté, sans expérience",1,
G0553,ἀπεκδέχομαι,,vb.,"attendre, espérer grandement",8,
G0554,ἀπεκδύομαι,,vb.,"dépouiller, ôter complètement, dévêtir entièrement",2,
G0555,ἀπέκδυσις,-εως,n. f.,"dépouillement, enlèvement, mise de côté",1,
G0556,ἀπελαύνω,aor. ἀπήλασα,vb.,"chasser, expulser, renvoyer",1,
G0557,ἀπελεγμός,-οῦ,n. f.,"discrédit, défaveur, rejet",1,
G0558,ἀπελεύθερος,-ου,adj. m.,"affranchi, homme libéré, homme libre",1,
G0559,Ἀπελλῆς,-οῦ,n. pr. m.,Appelès = «exclusion»,1,
G0560,ἀπελπίζω,,vb.,"espérer, espérer en retour, attendre en retour",1,
G0561,ἀπέναντι,,prép.,"en la présence de, en face de, contre",5,
G0562,ἀπέραντος,-ον,adj.,"interminable, sans fin",1,
G0563,ἀπερισπάστως,,adv.,"sans distraction, sans diversion",1,
G0564,ἀπερίτμητος,-ον,adj.,"incirconcis, l’éloignement de lui",1,
G0565,ἀπέρχομαι,fut. ἀπελεύσομαι ; aor. ἀπῆλθον ; pf. ἀπελήλυθα,vb.,"s’en aller, partir, quitter",117,2024-11-01T08:15:49.825Z
G0568,ἀπέχω,,vb.,"recevoir entièrement ; suffire ; être éloigné ; (moy. +G) s'abstenir, s'éloigner",18,2026-08-29T15:07:28.971Z
G0569,ἀπιστέω,,vb.,"ne pas croire, refuser de croire, être incrédule",8,
G0570,ἀπιστία,-ας,n. f.,"incrédulité, manque de confiance, absence de foi",11,
G0571,ἄπιστος,-ον ; -ον,adj.,"infidèle, sans foi, incroyant, incrédule",23,2024-11-01T08:15:49.825Z
G0572,ἁπλότης,-ητος,n. f.,simplicité ; libéralité,7,
G0573,ἁπλοῦς,"-ῆ, -οῦν",adj.,simple,2,
G0574,ἁπλῶς,,adv.,"libéralement, gratuitement",1,
G0575,ἀπό,,prép.,(+G) loin de ; d’auprès de ; hors ; de,640,2025-07-18T19:43:31.954Z
G0576,ἀποβαίνω,fut. ἀποβήσομαι ; aor. ἀπέβην,vb.,descendre ; tourner,4,
G0577,ἀποβάλλω,aor. ἀπέβαλον,vb.,"jeter loin, abandonner, se débarrasser, rejeter",2,
G0578,ἀποβλέπω,,vb.,regarder fixement,1,2024-11-01T08:15:49.825Z
G0579,ἀπόβλητος,-ον,adj.,qui est à rejeter,1,
G0580,ἀποβολή,-ῆς,n. f.,"perte, mise à l’écart, rejet",2,
G0581,ἀπογενόμενος,aor. ptc. ἀπογενόμενος,vb.,"mourir, être séparé",1,
G0582,ἀπογραφή,-ῆς,n. f.,enregistrement de personnes,2,
G0583,ἀπογράφω,,vb.,"enregistrer, recenser",4,
